DM_INSTITUCION_COD_INSTITUCION,NOMBRE,CCB_NIT_INST,ORDEN,SUBORDEN,NIVEL_INSTITUCION,CLASIFICACION_ORGANICA,SECTOR,NATURALEZA_JURIDICA,TIPO_INSTITUCION,IDMUNICIPIO,MUNICIPIO,IDDEPARTAMENTO,DEPARTAMENTO,DIRECCION,FAX,EMAIL,CCB_TELEFONO,CCB_PAGINA_WEB,LONGITUD,LATITUD,ESTADO_INS,NOMBRE_REPRESENTANTE,CARGO_REPRESENTANTE
4881,ORQUESTA FILARMONICA DE BOGOTA,899999282,TERRITORIAL,DISTRITAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""CALLE 39 B 14  57  """,NULL,NULL,2883466,http://www.filarmonicabogota.gov.co,-74.072092,4.710989,ACTIVA,NULL,NULL
2668,CONTRALORIA GENERAL DE SANTIAGO DE CALI,800217831,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,CONTRALORÍA MUNICIPAL,NO APLICA,1,CALI,76,VALLE DEL CAUCA,"""Avenida 2 norte # 10 - 70 CAM\r\n""",6678216,NULL,6442000,http://www.contraloriacali.gov.co,-76.531985,3.451647,ACTIVA,"ZAPATA BONILLA, GILBERTO Hernán",NULL
8178,EMPRESA SOLIDARIA DE PELAYA EMSOPEL .,NULL,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,VINCULADAS,550,PELAYA,20,CESAR,"""CALLE 8 10-56""",NULL,NULL,3183121422,NO DISPONIBLE,-73.666377,8.688031,ACTIVA,NULL,NULL
5834,CANAL REGIONAL DE TELEVISION TEVEANDINA SAS,830005370,NACIONAL,NO APLICA,DESCENTRALIZADO,RAMA EJECUTIVA,TECNOLOGÍAS DE LA INFORMACION Y LAS COMUNICACIONES,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,VINCULADAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""CARRERA 45   26  33  """,5719858,NULL,6051313,https://canaltrece.com.co/,-74.072092,4.710989,ACTIVA,Jhon Alejandro Linares Camberos,NULL
4941,PERSONERIA DE ARACATACA,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,53,ARACATACA,47,MAGDALENA,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-74.186103,10.591925,ACTIVA,NULL,NULL
2094,CONCEJO DE CONTADERO,900078566,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,210,CONTADERO,52,NARIÑO,"""Cll 4 N° 1-|6 Palacio Municipal""",NULL,NULL,7752820,http://www.contadero-narino.gov.co,-77.549911,.910907,ACTIVA,NULL,NULL
2662,CONTRALORIA DISTRITAL DE SANTA MARTA,891702569,TERRITORIAL,DISTRITAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,CONTRALORÖA DISTRITAL,NO APLICA,1,SANTA MARTA,47,MAGDALENA,"""Calle 16 Nº 4-75""",4304165,NULL,4304165,http://www.contraloriadistrital-santamarta-magdalena.gov.co,-74.211023,11.240355,ACTIVA,NULL,NULL
1126,ALCALDIA DE SINCELEJO,800104062,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,1,SINCELEJO,70,SUCRE,"""Carrera 17 No. 22 - 42 Centro Ejecutivo Los Andes""",0952748208,NULL,2826264,https://www.alcaldiadesincelejo.gov.co,-75.390557,9.304577,ACTIVA,ANDRES EDUARDO GOMEZ MARTINEZ,NULL
0269,CORPORACION AUTONOMA REGIONAL DE RISARALDA,891410354,NACIONAL,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,1,PEREIRA,66,RISARALDA,"""Avenida de las Américas con Calle 46 # 46 - 40""",NULL,NULL,63116511,http://www.carder.gov.co,-75.690601,4.808717,ACTIVA,Julio César Gómez Salazar,NULL
5472,PERSONERIA DE SANTANA,800020733,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,686,SANTANA,15,BOYACÁ,"""CARRERA 4 N 4  04  """,NULL,NULL,7289026,http://www.santana-boyaca.gov.co,-73.48223,6.05724,ACTIVA,Andres Felipe Gonzalez Cetina,NULL
2935,CENTRO DE SALUD CON CAMAS DE MONTECRISTO,806008930,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,458,MONTECRISTO,13,BOLÍVAR,"""calle principal""",NULL,NULL,3145001707,NO DISPONIBLE,-74.47563,8.29948,ACTIVA,NULL,NULL
8211,EMPRESA DE SERVICIOS PUBLICOS DE LEJANIAS,NULL,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,400,LEJANÍAS,50,META,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-74.024393,3.526086,ACTIVA,NULL,NULL
0383,ALCALDIA DE CUBARA,800099196,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,223,CUBARÁ,15,BOYACÁ,"""Cll. 4 No. 4 - 43""",NULL,NULL,NULL,http://www.cubara-boyaca.gov.co,-72.108186,7.00178,ACTIVA,Aura Benilda Tegria Cristancho,NULL
4356,AGENCIA DE CUNDINAMARCA PARA LA PAZ Y LA CONVIVENCIA,901024331,TERRITORIAL,DEPARTAMENTAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""Calle 14  13-54""",2860849,NULL,2860849,http://www.acpc.gov.co,-74.072092,4.710989,ACTIVA,Sandra Milena Correales Ortiz,NULL
4532,INSTITUTO DE CULTURA Y TURISMO DE PAMPLONA,807005126,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,518,PAMPLONA,54,NORTE DE SANTANDER,"""Calle 6  No. 2 - 56 Barrio El Carmen""",5682043,NULL,3173778215,NO DISPONIBLE,-72.650337,7.37823,ACTIVA,NULL,NULL
4258,EMPRESAS PUBLICAS DE VALDIVIA - ANTIOQUIA S.A.,900186511,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,VINCULADAS,854,VALDIVIA,05,ANTIOQUIA,"""calle 1a #1-1""",8360324,NULL,8360324,NO DISPONIBLE,-75.39215,7.29117,ACTIVA,NULL,NULL
0502,ALCALDIA DE TULUA,891900272,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,834,TULUÁ,76,VALLE DEL CAUCA,"""Carrera 25 No. 25-04""",2339318,NULL,2339300,http://www.tulua.gov.co,-76.191499,4.089869,ACTIVA,JOHN JAIRO GÒMEZ AGUIRRE,NULL
0572,ALCALDIA DE ENTRERRIOS,890982068,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,264,ENTRERRÍOS,05,ANTIOQUIA,"""Calle 10 No. 11a -28""",8670305,NULL,8670411,http://www.entrerrios-antioquia.gov.co,-75.516908,6.566146,ACTIVA,Jorge Alonso Tamayo Villa,NULL
2273,CONCEJO DE MANZANARES,890802505,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,433,MANZANARES,17,CALDAS,"""CARRERA 4 C 6 O 2  """,NULL,NULL,8550147,www.manzanarescaldas.gov.co,-75.153894,5.255906,ACTIVA,Gedny Libeth Hernández Montoya,NULL
1997,"CONCEJO DE SAN MARTIN -- SAN MARTIN, CESAR",824001933,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,770,SAN MARTÍN,20,CESAR,"""CARRERA 7 N º13  56  """,NULL,NULL,3126938265,NO DISPONIBLE,-73.512792,8.004107,ACTIVA,JORGE ARMANDO MONTAÑO LINDARTE,NULL
2602,CONCEJO DE VERSALLES,891901155,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,863,VERSALLES,76,VALLE DEL CAUCA,"""Calle 9 No. 6-60""",2213419,NULL,2213030,NO DISPONIBLE,-76.199746,4.574752,ACTIVA,NULL,NULL
2381,"CONCEJO DE PUERTO RICO -- PUERTO RICO, CAQUETA",828000203,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,592,PUERTO RICO,18,CAQUETÁ,"""CARRERA 5 A 4  01 BARRIO EL COMERCIO""",NULL,NULL,3103241815,http://www.puertoricocaqueta.gov.co,-75.157235,1.909918,ACTIVA,Jarvi Claros Muñoz,NULL
3280,HOSPITAL  SAN VICENTE DE PAUL - SANTA ROSA DE CABAL,891480036,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,682,SANTA ROSA DE CABAL,66,RISARALDA,"""Carrera 14 entre calles 29 y 30""",3642257,NULL,3658888,https://www.hospisantarosadecabal.gov.co,-75.62239,4.870121,ACTIVA,NULL,NULL
5483,PERSONERIA DE SOATA,891855016,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,753,SOATÁ,15,BOYACÁ,"""CARRERA 4 N °  10 -75 Segundo Piso""",7880212,NULL,7880212,http://www.soata-boyaca.gov.co,-72.68157,6.336161,ACTIVA,Carlos Javier Salamanca Velandia,NULL
3459,HOSPITAL LOCAL DEL RIO DE ORO,824000449,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,614,RÍO DE ORO,20,CESAR,"""Avenida Araujo Cotes Calle 1a No. 3-24""",5619519,NULL,5619073,NO DISPONIBLE,-73.387468,8.294267,ACTIVA,NULL,NULL
2578,CONCEJO DE TUQUERRES,8140015388,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,838,TÚQUERRES,52,NARIÑO,"""Carrera 14 calle 16 Esquina - Parque Bolivar""",NULL,NULL,7281074,http://www.tuquerresnarino.gov.co,-77.618641,1.085739,ACTIVA,LUIS FERNANDO LEITON LOPEZ,NULL
4009,EMPRESA DE SERVICIOS PUBLICOS DE GALAN S.A.,900259275,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,296,GALÁN,68,SANTANDER,"""Calle 6  No. 5-35""",7219349,NULL,7219303,NO DISPONIBLE,-73.287406,6.639497,ACTIVA,NULL,NULL
1414,CENTRAL DE TRANSPORTES DE SANTA MARTA LTDA.,891701694,TERRITORIAL,DISTRITAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,SANTA MARTA,47,MAGDALENA,"""Calle 41 31-17 Carretera Trocal del Caribe""",4302042,NULL,4302040,NO DISPONIBLE,-74.211023,11.240355,ACTIVA,NULL,NULL
5262,PERSONERIA DE HATILLO DE LOBA,806010641,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,300,HATILLO DE LOBA,13,BOLÍVAR,"""CALLE 4 No 4 - 258""",NULL,NULL,3145789946,NO DISPONIBLE,-74.077497,8.956007,ACTIVA,NULL,NULL
6053,PERSONERIA DE VALENCIA,812002345,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,855,VALENCIA,23,CÓRDOBA,"""Carrera 15 Calle 11 - Palacio Municipal""",7773071,NULL,7773071,NO DISPONIBLE,-76.147936,8.256787,ACTIVA,NULL,NULL
8474,EMPRESA DE PARQUES Y EVENTOS DE ANTIOQUIA-ACTIVA,901437957,TERRITORIAL,DEPARTAMENTAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,VINCULADAS,1,MEDELLÍN,05,ANTIOQUIA,"""Calle 45 No. 55-65 piso 3""",NULL,NULL,3224439,https://activa.com.co,-75.564574,6.2530471,ACTIVA,NULL,NULL
0222,ALCALDIA DE CHINAVITA,891801357,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,172,CHINAVITA,15,BOYACÁ,"""calle 4 3 -28""",7524372,NULL,917524098,http://www.chinavita-boyaca.gov.co,-73.36877,5.166615,ACTIVA,Fiyer Alexander Urrego Bejarano,NULL
5039,PERSONERIA DE CIMITARRA,890208363,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,190,CIMITARRA,68,SANTANDER,"""CARRERA 5   6  10 Primer Piso""",NULL,NULL,6260151,http://www.personeriacimitarra.gov.co,-73.948906,6.315209,ACTIVA,Wilfredo Cadena Castillo,NULL
4050,METRO SABANAS S.A.S.,NULL,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,SOCIEDADES PUBLICAS POR ACCIONES,VINCULADAS,1,SINCELEJO,70,SUCRE,"""Carrera 20 No 22- 02  Antiguo Palacio Municipal""",NULL,NULL,NULL,NO DISPONIBLE,-75.390557,9.304577,ACTIVA,NULL,NULL
4876,MUNICIPIOS ASOCIADOS DEL VALLE DE ABURRA,890904171,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,MEDELLÍN,05,ANTIOQUIA,"""Carrera 49  No. 52 - 61 Of. 802  Edificio Tequendama""",5137484,NULL,5115900,NO DISPONIBLE,-75.564574,6.2530471,ACTIVA,NULL,NULL
5380,PERSONERIA DE POTOSI,814005049,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,560,POTOSÍ,52,NARIÑO,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-77.572656,.806982,ACTIVA,NULL,NULL
0944,ALCALDIA DE PURIFICACION,890701077,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,585,PURIFICACIÓN,73,TOLIMA,"""Carrera. 4 No. 8 - 122 Barrio El Camellon""",2280881,NULL,2280049,http://www.purificacion-tolima.gov.co,-74.931367,3.856684,ACTIVA,Cristhian Andres Barragan Correcha,NULL
8264,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO CEIBA,NULL,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,VINCULADAS,1,YOPAL,85,CASANARE,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-72.400523,5.348903,ACTIVA,NULL,NULL
2977,CENTRO DE SALUD LOS PALMITOS - SUCRE,823002541,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,418,LOS PALMITOS,70,SUCRE,"""Cra 11 No. 7 - 25""",2922193,NULL,2922193,NO DISPONIBLE,-75.27095,9.380494,ACTIVA,NULL,NULL
3511,EMPRESA SOCIAL DEL ESTADO REGIÓN DE SALUD MEDINA,892001990,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,438,MEDINA,25,CUNDINAMARCA,"""CR 6 No. 11- 38 Centro""",6768079,NULL,6768080,NO DISPONIBLE,-73.349853,4.508399,ACTIVA,NULL,NULL
1004,ALCALDIA DE SAN ANTERO,800096781,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,672,SAN ANTERO,23,CÓRDOBA,"""Cra. 14  #  12D - 13 Calle Central""",8110629,NULL,8110629,http://www.sanantero-cordoba.gov.co,-75.758517,9.374642,ACTIVA,NULL,NULL
2570,CONCEJO DE TOLEDO,890981367,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,819,TOLEDO,05,ANTIOQUIA,"""CARRERA 10 N° 10-30 PARQUE PRINCIPAL""",8619020,NULL,8619020,http://www.toledo-antioquia.gov.co,-75.692104,7.010177,ACTIVA,NULL,NULL
2806,DE PRIMER NIVEL DE SAN JUAN DE BETULIA,900169684,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,702,SAN JUAN DE BETULIA,70,SUCRE,"""BARRIO CALLE NUEVA CALLE 5a No 10 - 48""",3126431114,NULL,3145136325,NO DISPONIBLE,-75.243774,9.274374,ACTIVA,NULL,NULL
5986,PERSONERIA DE SOLITA,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,785,SOLITA,18,CAQUETÁ,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-75.62059,.88022,ACTIVA,NULL,NULL
2254,CONCEJO DE LOS PALMITOS,823000374,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,418,LOS PALMITOS,70,SUCRE,"""carrera 12 # 6-06 piso 2""",NULL,NULL,3135467880,http://www.lospalmitos-sucre.gov.co,-75.27095,9.380494,ACTIVA,NULL,NULL
4618,INSTITUTO DEPARTAMENTAL DE RECREACION Y DEPORTES - INDERSANTANDER,804004370,TERRITORIAL,DEPARTAMENTAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,BUCARAMANGA,68,SANTANDER,"""Unidad Deportiva Alfonso Lopez - Carrera 30 No. 14-45""",6456453,NULL,6456453,http://indersantander.gov.co,-73.122742,7.119349,ACTIVA,NULL,NULL
8486,"INSTITUTO MUNICIPAL PARA LA RECREACION, EL DEPORTE, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION EXTRAESCOLAR",817000455,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,NO APLICA,142,CALOTO,19,CAUCA,"""Carrera 5 Edificio Centro de convivencia Ciudadana""",3144420925,NULL,3194715906,NO DISPONIBLE,-76.408081,3.033544,ACTIVA,NULL,NULL
3895,EMPRESA DE SERVICIOS PUBLICOS BIORGANICOS S. A.,800208097,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,679,SAN GIL,68,SANTANDER,"""Palacio Municipal 3 Piso""",7245655,NULL,7246901,NO DISPONIBLE,-73.13412,6.554824,ACTIVA,NULL,NULL
5368,PERSONERIA DE PASTO,800118712,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,1,PASTO,52,NARIÑO,"""carrrera 20  19-09""",NULL,NULL,7203050,NO DISPONIBLE,-77.285787,1.205884,ACTIVA,NULL,NULL
8463,ASOCIACION DE MUNICIPIOS PUEBLOS DE OCCIDENTE,901438303,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,NO APLICA,1,SAN JOSÉ DE CÚCUTA,54,NORTE DE SANTANDER,"""AV 5 12-62 OF 200 ED COLSEGUROS BRR CENTRO""",NULL,NULL,3203549940,NO DISPONIBLE,-72.49669,7.889097,ACTIVA,NULL,NULL
5236,"PERSONERIA DE GRANADA -- GRANADA, CUNDINAMARCA",832000992,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,312,GRANADA,25,CUNDINAMARCA,"""CALLE 11 # 14-28  Granada Cundinamarca""",8669300,NULL,8669341,http://www.granada-cundinamarca.gov.co,-74.356481,4.524233,ACTIVA,NULL,NULL
2631,CONCEJO DE ZIPAQUIRA,899999318,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,899,ZIPAQUIRÁ,25,CUNDINAMARCA,"""CARRERA 7 N 4  11  """,8520880,NULL,8522656,http://www.zipaquira-cundinamarca.gov.co,-73.990955,5.021476,ACTIVA,NULL,NULL
0948,ALCALDIA DE QUIBDO,891680011,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,1,QUIBDÓ,27,CHOCÓ,"""Carrera  2 No  24a-32""",6712175,NULL,6712175,http://www.quibdo-choco.gov.co,-76.649812,5.695633,ACTIVA,Martin Emilio Sanchez Valencia,NULL
2124,CONCEJO DE EL DOVIO,891901223,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,250,EL DOVIO,76,VALLE DEL CAUCA,"""cra. 7 No. 6-52""",2229128,NULL,2229128,http://www.eldovio-valle.gov.co,-76.2339,4.50884,ACTIVA,NULL,NULL
4086,EMPRESAS PUBLICAS DE SANTUARIO,811013967,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,697,EL SANTUARIO,05,ANTIOQUIA,"""Cll 50 N 47 29""",5464981,NULL,5464947,NO DISPONIBLE,-75.264509,6.139611,ACTIVA,NULL,NULL
3945,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE PEREIRA S.A.,816002020,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,VINCULADAS,1,PEREIRA,66,RISARALDA,"""Carrera 10 N.17-55 Edif. Torre Central""",3151395,NULL,3151300,http://WWW.AGUASYAGUAS.COM.CO,-75.690601,4.808717,ACTIVA,NULL,NULL
4308,"FONDO DE PRESTACIONES ECONOMICAS, CESANTIAS Y PENSIONES -FONCEP-",860041163,TERRITORIAL,DISTRITAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""CARRERA 6 N 14  98 Torre A Edificio Condominio Parque\r\nSantander""",4285426,NULL,3076200,http://foncep.gov.co,-74.072092,4.710989,ACTIVA,NULL,NULL
5514,PERSONERIA DE TORO,891900985,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,823,TORO,76,VALLE DEL CAUCA,"""CALLE 11 # 3 - 09""",2210714,NULL,2210552,http://www.toro-valle.gov.co,-76.078593,4.611287,ACTIVA,NULL,NULL
2332,"CONCEJO DE PALESTINA -- PALESTINA, HUILA",NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,530,PALESTINA,41,HUILA,"""Calle 3 No 3-52 - Edificio Alcaldía Municipal Palestina""",NULL,NULL,8315647,www.palestina-huila.gov.co,-76.132809,1.724027,ACTIVA,JULIO CESAR CALDERON,NULL
6079,PERSONERIA DE VISTA HERMOSA,822002741,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,711,VISTAHERMOSA,50,META,"""CARRERA 13 No. 9-44, BARRIO EL CENTRO, FRENTE AL PARQUE PRINCIPAL""",NULL,NULL,NULL,NO DISPONIBLE,-73.752512,3.127883,ACTIVA,NULL,NULL
5317,PERSONERIA DE MIRANDA,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,455,MIRANDA,19,CAUCA,"""VACIA""",NULL,NULL,8476043,NO DISPONIBLE,-76.229027,3.251528,ACTIVA,DIEGO ALEJANDRO GÓMEZ QUINTERO,NULL
8061,UNIDAD ADMINISTRATIVA ESPECIAL DE RENTAS Y GESTION TRIBUTARIA DE CUNDINAMARCA,NULL,TERRITORIAL,DEPARTAMENTAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ADSCRITAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""Cl 26 N 51 53""",NULL,NULL,5717490000,http://www1.cundinamarca.gov.co,-74.072092,4.710989,ACTIVA,NULL,NULL
0069,ALCALDIA DE ALGECIRAS,800255101,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,20,ALGECIRAS,41,HUILA,"""Carrera 5 con Calle 6 Esquina""",8382558,NULL,8382012,http://www.algeciras-huila.gov.co,-75.315694,2.523477,ACTIVA,LIBARDO  PINTO LISCANO,NULL
1438,CENTRO DE HABILITACION DEL NIÑO -CEHANI-,891200638,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,PASTO,52,NARIÑO,"""Calle 18 No. 45-49""",7312557,NULL,7311906,NO DISPONIBLE,-77.285787,1.205884,ACTIVA,NULL,NULL
